Date,Product_Name,Category,Quantity_Sold,Selling_Price,Cost_Price,Total_Sales_Value,Promotion_Type,Discount_Percentage,Start_Date,End_Date,HSN_Code,GST_Percentage
04-05-2024,Silver Bracelet,Jewelry,5,1662.48,987.89,8391.2,Festival Sale,22,04-05-2024,08-05-2024,71131100,3
04-05-2024,Headband,Hair Accessories,1,421.6,316.97,428.85,Festival Sale,25,04-05-2024,05-05-2024,96151900,18
04-05-2024,Turban,Hair Accessories,2,1170.87,631.45,2321.22,No Promotion,0,04-05-2024,07-05-2024,96151900,18
04-05-2024,Charm Bracelet,Jewelry,1,3470.13,2056,3425.17,No Promotion,0,04-05-2024,08-05-2024,71131100,3
04-05-2024,Clutch Purse,Handbags,5,8334.22,4500.52,41668.3,No Promotion,0,04-05-2024,07-05-2024,42022290,18
04-05-2024,Aviator Sunglasses,Sunglasses,1,1406.58,1053.03,1388.77,Festival Sale,24,04-05-2024,09-05-2024,90041000,12
04-05-2024,Winter Wool Scarf,Scarves,6,1034.31,642.35,6216.3,Seasonal Offer,11,04-05-2024,11-05-2024,62143000,12
04-05-2024,Gold Plated Earrings,Jewelry,12,3064.14,2066.46,37218.48,No Promotion,0,04-05-2024,11-05-2024,71131100,3
04-05-2024,Dress Watch,Watches,5,6032.63,4543.79,30194.1,Festival Sale,19,04-05-2024,09-05-2024,91021100,18
04-05-2024,Western Belt,Belts,8,2506.05,1219.96,20278.8,No Promotion,0,04-05-2024,06-05-2024,42033000,18
04-05-2024,Leather Belt,Belts,4,831.07,721.39,3328,Flash Sale,37,04-05-2024,09-05-2024,42033000,18
04-05-2024,Silver Bracelet,Jewelry,5,2516.55,2864,12762.7,Clearance Sale,45,04-05-2024,09-05-2024,71131100,3
04-05-2024,Cotton Scarf,Scarves,1,1332.78,623.84,1349.76,No Promotion,0,04-05-2024,06-05-2024,62143000,12
04-05-2024,Turban,Hair Accessories,3,980.28,460.72,2896.47,No Promotion,0,04-05-2024,08-05-2024,96151900,18
04-05-2024,Leather Belt,Belts,5,1234.73,786.68,6270,No Promotion,0,04-05-2024,05-05-2024,42033000,18
04-05-2024,Cotton Scarf,Scarves,2,2489.6,1352.13,5034.72,No Promotion,0,04-05-2024,08-05-2024,62143000,12
04-05-2024,Clutch Purse,Handbags,2,2336.04,2760.78,4581.28,Clearance Sale,54,04-05-2024,07-05-2024,42022290,18
04-05-2024,Pashmina Shawl,Scarves,6,1982.21,1342.52,11857.2,Festival Sale,17,04-05-2024,10-05-2024,62143000,12
04-05-2024,Pearl Necklace,Jewelry,2,2562.77,2992.98,5108,Clearance Sale,51,04-05-2024,11-05-2024,71131100,3
04-05-2024,Sports Sunglasses,Sunglasses,8,1501.62,999.53,11849.44,Festival Sale,28,04-05-2024,08-05-2024,90041000,12
04-05-2024,Hair Pin Set,Hair Accessories,2,1225.04,783.96,2447.7,No Promotion,0,04-05-2024,06-05-2024,96151900,18
04-05-2024,Chain Belt,Belts,2,2038.7,1239.42,4123.28,No Promotion,0,04-05-2024,07-05-2024,42033000,18
06-05-2024,Shoulder Bag,Handbags,2,9235.05,4853.38,18527.56,No Promotion,0,06-05-2024,10-05-2024,42022290,18
06-05-2024,Fabric Belt,Belts,1,783.71,637.95,775.8,Clearance Sale,40,06-05-2024,09-05-2024,42033000,18
06-05-2024,Shoulder Bag,Handbags,7,5232.37,3012.54,36088.92,No Promotion,0,06-05-2024,11-05-2024,42022290,18
06-05-2024,Pearl Necklace,Jewelry,2,2415.28,1413.82,4874.78,No Promotion,0,06-05-2024,13-05-2024,71131100,3
06-05-2024,Western Belt,Belts,1,1087.24,962.31,1097.69,Flash Sale,31,06-05-2024,11-05-2024,42033000,18
06-05-2024,Leather Belt,Belts,3,1882.02,1873.43,5685.27,Flash Sale,28,06-05-2024,09-05-2024,42033000,18
06-05-2024,Digital Watch,Watches,5,6915.02,3524.75,34442.55,No Promotion,0,06-05-2024,11-05-2024,91021100,18
06-05-2024,Oversized Sunglasses,Sunglasses,1,3230.33,2252.02,3259.21,No Promotion,0,06-05-2024,09-05-2024,90041000,12
06-05-2024,Headband,Hair Accessories,2,614.91,422.58,1210.78,Festival Sale,29,06-05-2024,10-05-2024,96151900,18
06-05-2024,Fabric Belt,Belts,2,1704,1407.08,3344.06,Festival Sale,29,06-05-2024,12-05-2024,42033000,18
06-05-2024,Dress Watch,Watches,2,7085.45,3807.88,14070.1,Seasonal Offer,11,06-05-2024,12-05-2024,91021100,18
06-05-2024,Digital Watch,Watches,3,3479.65,3174.2,10246.2,Flash Sale,27,06-05-2024,12-05-2024,91021100,18
06-05-2024,Hair Pin Set,Hair Accessories,2,1155.08,702.47,2329.94,No Promotion,0,06-05-2024,11-05-2024,96151900,18
06-05-2024,Oversized Sunglasses,Sunglasses,1,2169.05,2214.8,2142.05,Flash Sale,36,06-05-2024,12-05-2024,90041000,12
06-05-2024,Hair Pin Set,Hair Accessories,4,828.94,508.45,3292.28,Seasonal Offer,20,06-05-2024,13-05-2024,96151900,18
07-05-2024,Cat Eye Sunglasses,Sunglasses,3,3254.93,1853.83,9858.18,Seasonal Offer,11,07-05-2024,10-05-2024,90041000,12
07-05-2024,Cat Eye Sunglasses,Sunglasses,3,1275.92,1090.43,3855.78,Seasonal Offer,19,07-05-2024,08-05-2024,90041000,12
07-05-2024,Scrunchie Pack,Hair Accessories,2,569.76,446.69,1140.04,Flash Sale,35,07-05-2024,11-05-2024,96151900,18
07-05-2024,Backpack Purse,Handbags,5,1293.13,1458.54,6391.1,Clearance Sale,47,07-05-2024,08-05-2024,42022290,18
07-05-2024,Crossbody Bag,Handbags,4,2169.14,1237.34,8549.28,No Promotion,0,07-05-2024,12-05-2024,42022290,18
07-05-2024,Turban,Hair Accessories,4,650.15,335.1,2586.76,No Promotion,0,07-05-2024,12-05-2024,96151900,18
07-05-2024,Silver Bracelet,Jewelry,3,2708.19,2388.88,8053.2,Festival Sale,27,07-05-2024,08-05-2024,71131100,3
07-05-2024,Dress Watch,Watches,3,2208.33,2952.64,6688.17,Clearance Sale,53,07-05-2024,09-05-2024,91021100,18
07-05-2024,Oversized Sunglasses,Sunglasses,7,1695.18,1082.35,11752.93,Festival Sale,19,07-05-2024,10-05-2024,90041000,12
08-05-2024,Digital Watch,Watches,1,6389.12,3444.05,6362.4,Festival Sale,16,08-05-2024,14-05-2024,91021100,18
08-05-2024,Leather Belt,Belts,2,1476.16,974,2985.4,Festival Sale,28,08-05-2024,11-05-2024,42033000,18
08-05-2024,Gold Plated Earrings,Jewelry,5,2983.7,2778.71,14654.6,Flash Sale,30,08-05-2024,11-05-2024,71131100,3
08-05-2024,Dress Watch,Watches,3,7291.98,3588,21864.69,No Promotion,0,08-05-2024,14-05-2024,91021100,18
08-05-2024,Cat Eye Sunglasses,Sunglasses,4,1400.94,1004.44,5538.52,Flash Sale,33,08-05-2024,12-05-2024,90041000,12
08-05-2024,Cotton Scarf,Scarves,6,736.2,506.72,4412.7,No Promotion,0,08-05-2024,15-05-2024,62143000,12
08-05-2024,Aviator Sunglasses,Sunglasses,6,4847.62,2469.67,28590.6,No Promotion,0,08-05-2024,09-05-2024,90041000,12
08-05-2024,Fabric Belt,Belts,2,2081.66,1817.57,4223.92,Clearance Sale,45,08-05-2024,14-05-2024,42033000,18
08-05-2024,Silk Scarf,Scarves,2,1875.07,1364.83,3743.22,Seasonal Offer,14,08-05-2024,12-05-2024,62143000,12
08-05-2024,Gold Plated Earrings,Jewelry,2,2799.44,1553.27,5707.28,No Promotion,0,08-05-2024,14-05-2024,71131100,3
08-05-2024,Leather Belt,Belts,1,1786.71,1776.49,1808.6,Festival Sale,28,08-05-2024,09-05-2024,42033000,18
08-05-2024,Leather Tote Bag,Handbags,1,2781.88,3466.12,2806.46,Clearance Sale,50,08-05-2024,15-05-2024,42022290,18
08-05-2024,Western Belt,Belts,3,2849.59,1850.36,8558.16,Festival Sale,21,08-05-2024,12-05-2024,42033000,18
08-05-2024,Backpack Purse,Handbags,4,4369.92,4288.83,17258.64,Clearance Sale,46,08-05-2024,12-05-2024,42022290,18
08-05-2024,Leather Tote Bag,Handbags,1,3677.08,2393.82,3681.99,Festival Sale,29,08-05-2024,15-05-2024,42022290,18
08-05-2024,Printed Scarf,Scarves,1,551.64,452.89,550.29,Flash Sale,32,08-05-2024,11-05-2024,62143000,12
08-05-2024,Clutch Purse,Handbags,4,2458.09,2084.94,9668.36,Festival Sale,24,08-05-2024,10-05-2024,42022290,18
09-05-2024,Crossbody Bag,Handbags,3,2179.31,1410.69,6471.51,Flash Sale,26,09-05-2024,16-05-2024,42022290,18
09-05-2024,Hair Pin Set,Hair Accessories,2,999.02,471.73,2034.64,No Promotion,0,09-05-2024,10-05-2024,96151900,18
09-05-2024,Analog Watch,Watches,1,4979.19,3816.53,5044.47,Festival Sale,27,09-05-2024,14-05-2024,91021100,18
09-05-2024,Hair Pin Set,Hair Accessories,1,393.26,252.07,400.66,No Promotion,0,09-05-2024,13-05-2024,96151900,18
09-05-2024,Turban,Hair Accessories,5,232.43,223.4,1182.55,Clearance Sale,40,09-05-2024,16-05-2024,96151900,18
09-05-2024,Silver Bracelet,Jewelry,5,3774,2556.82,18992.4,No Promotion,0,09-05-2024,11-05-2024,71131100,3
09-05-2024,Silver Bracelet,Jewelry,2,2509.92,1184.52,4974.5,No Promotion,0,09-05-2024,14-05-2024,71131100,3
09-05-2024,Pearl Necklace,Jewelry,1,2670.43,1365.74,2698.02,No Promotion,0,09-05-2024,10-05-2024,71131100,3
09-05-2024,Shoulder Bag,Handbags,3,7499.3,4612.96,22595.25,Festival Sale,24,09-05-2024,11-05-2024,42022290,18
09-05-2024,Leather Tote Bag,Handbags,5,2154.79,2003.44,10819.9,Flash Sale,33,09-05-2024,10-05-2024,42022290,18
09-05-2024,Round Frame,Sunglasses,3,1721.01,1060.25,5144.46,No Promotion,0,09-05-2024,15-05-2024,90041000,12
09-05-2024,Hair Clip Set,Hair Accessories,1,1349.74,625.38,1328.85,No Promotion,0,09-05-2024,13-05-2024,96151900,18
09-05-2024,Dress Watch,Watches,2,6390.41,5039.28,12538.46,Festival Sale,22,09-05-2024,10-05-2024,91021100,18
09-05-2024,Charm Bracelet,Jewelry,2,2235.74,1900.07,4452.84,Festival Sale,22,09-05-2024,12-05-2024,71131100,3
10-05-2024,Statement Necklace,Jewelry,3,3210.18,1704.07,9628.59,No Promotion,0,10-05-2024,16-05-2024,71131100,3
10-05-2024,Fabric Belt,Belts,5,871.91,1229.55,4328.05,Clearance Sale,58,10-05-2024,17-05-2024,42033000,18
10-05-2024,Cotton Scarf,Scarves,4,611.44,421.97,2429.44,Festival Sale,23,10-05-2024,15-05-2024,62143000,12
10-05-2024,Silk Scarf,Scarves,3,1091.13,656.32,3270.27,Festival Sale,19,10-05-2024,15-05-2024,62143000,12
10-05-2024,Sports Sunglasses,Sunglasses,1,1751.69,946.67,1735.24,No Promotion,0,10-05-2024,15-05-2024,90041000,12
10-05-2024,Analog Watch,Watches,9,6545.86,3660.83,58933.35,No Promotion,0,10-05-2024,15-05-2024,91021100,18
10-05-2024,Gold Plated Earrings,Jewelry,3,3833.14,1972.72,11275.5,No Promotion,0,10-05-2024,11-05-2024,71131100,3
10-05-2024,Charm Bracelet,Jewelry,5,2072.85,1465.27,10554.65,No Promotion,0,10-05-2024,13-05-2024,71131100,3
10-05-2024,Aviator Sunglasses,Sunglasses,8,2275.91,2043.84,18248.72,Flash Sale,36,10-05-2024,12-05-2024,90041000,12
10-05-2024,Turban,Hair Accessories,3,471.71,505.49,1420.98,Flash Sale,34,10-05-2024,13-05-2024,96151900,18
10-05-2024,Oversized Sunglasses,Sunglasses,1,1118.3,1230.88,1106.34,Clearance Sale,58,10-05-2024,17-05-2024,90041000,12
10-05-2024,Silver Bracelet,Jewelry,2,3661.76,1697.46,7415.22,No Promotion,0,10-05-2024,12-05-2024,71131100,3
10-05-2024,Backpack Purse,Handbags,8,4701.49,4281.55,37711.36,Flash Sale,36,10-05-2024,12-05-2024,42022290,18
10-05-2024,Sports Sunglasses,Sunglasses,1,2523.73,1362.64,2503.9,Festival Sale,15,10-05-2024,16-05-2024,90041000,12
10-05-2024,Fabric Belt,Belts,1,2326.65,1944.51,2317.09,Festival Sale,17,10-05-2024,15-05-2024,42033000,18
10-05-2024,Chain Belt,Belts,4,670.42,618.59,2676.84,Clearance Sale,41,10-05-2024,12-05-2024,42033000,18
10-05-2024,Aviator Sunglasses,Sunglasses,6,1394.96,1139.01,8391.6,Flash Sale,36,10-05-2024,12-05-2024,90041000,12
10-05-2024,Sports Sunglasses,Sunglasses,10,645.9,950.15,6394.5,Clearance Sale,55,10-05-2024,14-05-2024,90041000,12
10-05-2024,Western Belt,Belts,5,1311.83,600.88,6520.95,No Promotion,0,10-05-2024,12-05-2024,42033000,18
10-05-2024,Waist Belt,Belts,2,973.79,1098.49,1918.82,Clearance Sale,57,10-05-2024,17-05-2024,42033000,18
10-05-2024,Headband,Hair Accessories,3,335.94,226.71,998.52,Seasonal Offer,10,10-05-2024,15-05-2024,96151900,18
10-05-2024,Leather Tote Bag,Handbags,8,4279.25,2573.65,34733.6,No Promotion,0,10-05-2024,11-05-2024,42022290,18
10-05-2024,Backpack Purse,Handbags,9,3735.53,3959.03,33459.75,Clearance Sale,56,10-05-2024,13-05-2024,42022290,18
10-05-2024,Statement Necklace,Jewelry,4,2078.6,1456.68,8468.68,Festival Sale,25,10-05-2024,12-05-2024,71131100,3
11-05-2024,Turban,Hair Accessories,5,169,212.69,848.8,Clearance Sale,54,11-05-2024,12-05-2024,96151900,18
11-05-2024,Cat Eye Sunglasses,Sunglasses,6,3853.41,2299.04,23202.18,No Promotion,0,11-05-2024,13-05-2024,90041000,12
11-05-2024,Fabric Belt,Belts,9,1026.46,1126.76,9108.81,Clearance Sale,58,11-05-2024,15-05-2024,42033000,18
11-05-2024,Cotton Scarf,Scarves,5,3022.38,1499.41,15307.6,No Promotion,0,11-05-2024,18-05-2024,62143000,12
11-05-2024,Chain Belt,Belts,5,1275.47,873,6340.95,Seasonal Offer,12,11-05-2024,13-05-2024,42033000,18
11-05-2024,Winter Wool Scarf,Scarves,1,807.97,529.81,818.04,Festival Sale,23,11-05-2024,18-05-2024,62143000,12
11-05-2024,Hair Pin Set,Hair Accessories,9,502.45,304.04,4442.31,Festival Sale,18,11-05-2024,13-05-2024,96151900,18
11-05-2024,Sports Watch,Watches,5,7979.84,5499.36,39852.2,No Promotion,0,11-05-2024,12-05-2024,91021100,18
11-05-2024,Clutch Purse,Handbags,2,3417.69,1806.25,6778.92,Seasonal Offer,11,11-05-2024,18-05-2024,42022290,18
11-05-2024,Leather Belt,Belts,3,1944.02,1298.75,5798.07,No Promotion,0,11-05-2024,14-05-2024,42033000,18
11-05-2024,Charm Bracelet,Jewelry,1,1233.27,1022.07,1243.03,Festival Sale,22,11-05-2024,15-05-2024,71131100,3
11-05-2024,Hair Clip Set,Hair Accessories,1,1186.79,773.04,1168.05,Seasonal Offer,20,11-05-2024,14-05-2024,96151900,18
11-05-2024,Turban,Hair Accessories,7,1018.36,756,7092.4,Flash Sale,25,11-05-2024,17-05-2024,96151900,18
11-05-2024,Digital Watch,Watches,3,4449.09,2181.35,13341.75,No Promotion,0,11-05-2024,13-05-2024,91021100,18
11-05-2024,Oversized Sunglasses,Sunglasses,4,1212.09,1012.65,4842.88,Festival Sale,29,11-05-2024,15-05-2024,90041000,12
11-05-2024,Printed Scarf,Scarves,5,1067.57,1115.8,5255.7,Clearance Sale,55,11-05-2024,12-05-2024,62143000,12
13-05-2024,Chain Belt,Belts,3,889.68,614.77,2716.95,No Promotion,0,13-05-2024,16-05-2024,42033000,18
13-05-2024,Dress Watch,Watches,1,8131.11,4485.71,8167.35,Seasonal Offer,12,13-05-2024,15-05-2024,91021100,18
13-05-2024,Pashmina Shawl,Scarves,6,657.1,455.94,3889.44,Flash Sale,32,13-05-2024,17-05-2024,62143000,12
13-05-2024,Shoulder Bag,Handbags,1,6530.38,3256.57,6653.47,No Promotion,0,13-05-2024,18-05-2024,42022290,18
13-05-2024,Leather Tote Bag,Handbags,7,2516.13,1523.55,17515.4,No Promotion,0,13-05-2024,20-05-2024,42022290,18
13-05-2024,Cotton Scarf,Scarves,3,1920.42,1255.7,5783.64,Seasonal Offer,10,13-05-2024,19-05-2024,62143000,12
13-05-2024,Turban,Hair Accessories,3,598.68,366.51,1817.52,Festival Sale,23,13-05-2024,17-05-2024,96151900,18
13-05-2024,Crossbody Bag,Handbags,5,4470.36,3740.95,22252.65,Festival Sale,28,13-05-2024,14-05-2024,42022290,18
13-05-2024,Oversized Sunglasses,Sunglasses,3,3985.8,2340.5,11801.13,Seasonal Offer,13,13-05-2024,19-05-2024,90041000,12
13-05-2024,Fabric Belt,Belts,2,2542.91,1577.01,5092.48,No Promotion,0,13-05-2024,19-05-2024,42033000,18
13-05-2024,Pearl Necklace,Jewelry,1,3266.63,1808.05,3313.45,Festival Sale,15,13-05-2024,20-05-2024,71131100,3
13-05-2024,Chain Belt,Belts,3,2366.38,1415,7154.61,No Promotion,0,13-05-2024,19-05-2024,42033000,18
13-05-2024,Silk Scarf,Scarves,5,900.65,443.36,4418.2,No Promotion,0,13-05-2024,19-05-2024,62143000,12
13-05-2024,Winter Wool Scarf,Scarves,4,1014.68,692.72,4122.84,Festival Sale,28,13-05-2024,20-05-2024,62143000,12
13-05-2024,Headband,Hair Accessories,5,614.76,464.22,3116.1,Festival Sale,27,13-05-2024,15-05-2024,96151900,18
13-05-2024,Dress Watch,Watches,1,3143.93,2423.49,3083.47,Seasonal Offer,18,13-05-2024,20-05-2024,91021100,18
13-05-2024,Cat Eye Sunglasses,Sunglasses,3,1600.3,2319.91,4728.63,Clearance Sale,55,13-05-2024,19-05-2024,90041000,12
13-05-2024,Statement Necklace,Jewelry,5,5182.25,2387.19,25698.35,No Promotion,0,13-05-2024,19-05-2024,71131100,3
13-05-2024,Round Frame,Sunglasses,4,2998.16,1950.9,12162.44,No Promotion,0,13-05-2024,15-05-2024,90041000,12
13-05-2024,Digital Watch,Watches,3,5632.67,3436.54,17075.22,No Promotion,0,13-05-2024,17-05-2024,91021100,18
13-05-2024,Hair Clip Set,Hair Accessories,5,1358.3,768.92,6879.5,No Promotion,0,13-05-2024,19-05-2024,96151900,18
13-05-2024,Silk Scarf,Scarves,2,2549.62,1185.35,5072.66,No Promotion,0,13-05-2024,15-05-2024,62143000,12
13-05-2024,Fabric Belt,Belts,1,1899,1168.14,1906.71,Festival Sale,25,13-05-2024,14-05-2024,42033000,18
14-05-2024,Turban,Hair Accessories,2,643.91,379.36,1311.54,No Promotion,0,14-05-2024,21-05-2024,96151900,18
14-05-2024,Pearl Necklace,Jewelry,2,3111.51,2918.51,6275.4,Clearance Sale,43,14-05-2024,15-05-2024,71131100,3
14-05-2024,Fabric Belt,Belts,6,1479.76,1556.45,8752.32,Flash Sale,35,14-05-2024,18-05-2024,42033000,18
14-05-2024,Winter Wool Scarf,Scarves,2,1694.92,1271.79,3350.16,Seasonal Offer,15,14-05-2024,19-05-2024,62143000,12
14-05-2024,Pearl Necklace,Jewelry,1,5993.63,2783.59,5959.54,No Promotion,0,14-05-2024,20-05-2024,71131100,3
14-05-2024,Winter Wool Scarf,Scarves,6,498.54,467.48,3041.64,Clearance Sale,45,14-05-2024,18-05-2024,62143000,12
14-05-2024,Silk Scarf,Scarves,2,1358.96,749.02,2676.94,No Promotion,0,14-05-2024,20-05-2024,62143000,12
14-05-2024,Waist Belt,Belts,2,3088.59,1937.25,6168.66,No Promotion,0,14-05-2024,18-05-2024,42033000,18
14-05-2024,Western Belt,Belts,3,1828.52,1518.4,5486.76,Festival Sale,28,14-05-2024,18-05-2024,42033000,18
14-05-2024,Waist Belt,Belts,5,1946.79,1895.82,9567.85,Clearance Sale,44,14-05-2024,17-05-2024,42033000,18
14-05-2024,Clutch Purse,Handbags,2,5431.8,2659.27,11081.3,No Promotion,0,14-05-2024,15-05-2024,42022290,18
14-05-2024,Backpack Purse,Handbags,2,5880.94,3466.3,11735.64,No Promotion,0,14-05-2024,18-05-2024,42022290,18
14-05-2024,Cotton Scarf,Scarves,1,2005.74,1240.51,1982.64,No Promotion,0,14-05-2024,15-05-2024,62143000,12
14-05-2024,Chain Belt,Belts,6,1423.94,881.23,8695.38,No Promotion,0,14-05-2024,21-05-2024,42033000,18
14-05-2024,Printed Scarf,Scarves,5,848.93,552.24,4269.05,Festival Sale,20,14-05-2024,17-05-2024,62143000,12
14-05-2024,Smart Watch,Watches,2,3110.32,1907.23,6104.06,Seasonal Offer,11,14-05-2024,16-05-2024,91021100,18
14-05-2024,Statement Necklace,Jewelry,2,2927.85,1699.24,5924,No Promotion,0,14-05-2024,15-05-2024,71131100,3
14-05-2024,Pearl Necklace,Jewelry,2,3179.3,2578.39,6350.68,Flash Sale,28,14-05-2024,20-05-2024,71131100,3
14-05-2024,Aviator Sunglasses,Sunglasses,1,3443.27,1934.18,3409.71,Seasonal Offer,16,14-05-2024,19-05-2024,90041000,12
14-05-2024,Cat Eye Sunglasses,Sunglasses,3,1319.97,969.49,3977.34,Festival Sale,15,14-05-2024,21-05-2024,90041000,12
14-05-2024,Statement Necklace,Jewelry,4,2727.44,2299.79,10950.12,Festival Sale,24,14-05-2024,19-05-2024,71131100,3
14-05-2024,Gold Plated Earrings,Jewelry,3,2166.88,1448.34,6616.23,Seasonal Offer,18,14-05-2024,17-05-2024,71131100,3
14-05-2024,Hair Pin Set,Hair Accessories,4,1083.64,741.96,4388.96,No Promotion,0,14-05-2024,21-05-2024,96151900,18
14-05-2024,Leather Belt,Belts,1,3157.53,1841.58,3110.18,Festival Sale,20,14-05-2024,19-05-2024,42033000,18
15-05-2024,Statement Necklace,Jewelry,2,554.06,809.03,1094.18,Clearance Sale,52,15-05-2024,18-05-2024,71131100,3
15-05-2024,Pearl Necklace,Jewelry,8,3952.1,2481.35,31865.84,Festival Sale,21,15-05-2024,22-05-2024,71131100,3
15-05-2024,Hair Clip Set,Hair Accessories,2,346.79,305.35,696.88,Festival Sale,26,15-05-2024,22-05-2024,96151900,18
15-05-2024,Pearl Necklace,Jewelry,3,3018.49,1996.87,9077.1,Festival Sale,18,15-05-2024,21-05-2024,71131100,3
15-05-2024,Scrunchie Pack,Hair Accessories,2,736.22,372.35,1481.56,No Promotion,0,15-05-2024,16-05-2024,96151900,18
15-05-2024,Dress Watch,Watches,5,4732.97,2734.85,23520.05,No Promotion,0,15-05-2024,20-05-2024,91021100,18
15-05-2024,Analog Watch,Watches,1,5703.97,2645.98,5817.33,No Promotion,0,15-05-2024,19-05-2024,91021100,18
15-05-2024,Silver Bracelet,Jewelry,5,4077.66,1977.91,20082.9,No Promotion,0,15-05-2024,16-05-2024,71131100,3
16-05-2024,Leather Belt,Belts,6,1761.69,929.79,10655.1,Seasonal Offer,11,16-05-2024,20-05-2024,42033000,18
16-05-2024,Backpack Purse,Handbags,3,4864.38,2301.71,14378.97,No Promotion,0,16-05-2024,19-05-2024,42022290,18
16-05-2024,Fabric Belt,Belts,1,4160.55,1955.23,4168.16,No Promotion,0,16-05-2024,19-05-2024,42033000,18
16-05-2024,Digital Watch,Watches,4,4228.06,2894.4,16727.36,Festival Sale,20,16-05-2024,19-05-2024,91021100,18
16-05-2024,Aviator Sunglasses,Sunglasses,4,3594.84,2355.34,14194.4,Festival Sale,21,16-05-2024,17-05-2024,90041000,12
16-05-2024,Gold Plated Earrings,Jewelry,1,3562.04,2071.76,3590.58,Festival Sale,20,16-05-2024,19-05-2024,71131100,3
16-05-2024,Crossbody Bag,Handbags,1,3392.81,1886.42,3373.87,No Promotion,0,16-05-2024,20-05-2024,42022290,18
16-05-2024,Pashmina Shawl,Scarves,2,455.02,405.37,906.14,Clearance Sale,48,16-05-2024,18-05-2024,62143000,12
16-05-2024,Headband,Hair Accessories,2,532.26,490.04,1065.54,Festival Sale,27,16-05-2024,20-05-2024,96151900,18
17-05-2024,Smart Watch,Watches,7,2509.91,2681.3,17590.79,Flash Sale,35,17-05-2024,22-05-2024,91021100,18
17-05-2024,Smart Watch,Watches,3,7533.8,4897.77,22778.88,Seasonal Offer,20,17-05-2024,21-05-2024,91021100,18
17-05-2024,Hair Pin Set,Hair Accessories,7,768.99,529.66,5424.09,Festival Sale,24,17-05-2024,20-05-2024,96151900,18
17-05-2024,Backpack Purse,Handbags,6,2579.47,1387.53,15447.06,No Promotion,0,17-05-2024,18-05-2024,42022290,18
17-05-2024,Backpack Purse,Handbags,4,6839.56,3901.4,27879.84,Festival Sale,18,17-05-2024,20-05-2024,42022290,18
17-05-2024,Leather Belt,Belts,6,3487.8,1583.68,20569.98,No Promotion,0,17-05-2024,18-05-2024,42033000,18
17-05-2024,Waist Belt,Belts,5,1321.99,705.88,6570.55,No Promotion,0,17-05-2024,18-05-2024,42033000,18
17-05-2024,Pashmina Shawl,Scarves,4,1892.66,959.56,7587.8,No Promotion,0,17-05-2024,23-05-2024,62143000,12
17-05-2024,Waist Belt,Belts,4,2160.2,1723.08,8794.96,Festival Sale,24,17-05-2024,24-05-2024,42033000,18
17-05-2024,Clutch Purse,Handbags,4,5372.56,3713.13,21379.04,Seasonal Offer,16,17-05-2024,21-05-2024,42022290,18
17-05-2024,Fabric Belt,Belts,3,934.93,621.7,2859.96,No Promotion,0,17-05-2024,20-05-2024,42033000,18
17-05-2024,Printed Scarf,Scarves,5,744.48,650.98,3695.8,Clearance Sale,43,17-05-2024,21-05-2024,62143000,12
17-05-2024,Silk Scarf,Scarves,7,1073.41,712.72,7644.56,Festival Sale,18,17-05-2024,22-05-2024,62143000,12
17-05-2024,Clutch Purse,Handbags,4,5592.05,3654.98,22229.4,No Promotion,0,17-05-2024,22-05-2024,42022290,18
17-05-2024,Leather Belt,Belts,3,3385.83,1901.82,10195.86,No Promotion,0,17-05-2024,19-05-2024,42033000,18
18-05-2024,Digital Watch,Watches,5,4889.06,2776.85,24287.3,No Promotion,0,18-05-2024,25-05-2024,91021100,18
18-05-2024,Shoulder Bag,Handbags,3,2051.16,1273.9,6243.78,Flash Sale,25,18-05-2024,19-05-2024,42022290,18
18-05-2024,Dress Watch,Watches,2,2791.05,3447.45,5668.86,Clearance Sale,54,18-05-2024,21-05-2024,91021100,18
18-05-2024,Hair Clip Set,Hair Accessories,1,1048.6,753.93,1059.3,Festival Sale,28,18-05-2024,25-05-2024,96151900,18
18-05-2024,Aviator Sunglasses,Sunglasses,10,2062.03,2448.38,20693.5,Clearance Sale,49,18-05-2024,25-05-2024,90041000,12
18-05-2024,Turban,Hair Accessories,6,616.17,750.97,3733.92,Clearance Sale,52,18-05-2024,22-05-2024,96151900,18
18-05-2024,Round Frame,Sunglasses,2,2732.01,1556.04,5556.92,No Promotion,0,18-05-2024,25-05-2024,90041000,12
18-05-2024,Gold Plated Earrings,Jewelry,2,2995.01,2019.08,6032.24,Seasonal Offer,18,18-05-2024,19-05-2024,71131100,3
18-05-2024,Chain Belt,Belts,7,2483.39,1924.09,17241.84,Festival Sale,15,18-05-2024,21-05-2024,42033000,18
18-05-2024,Shoulder Bag,Handbags,6,8646.05,4856.99,51704.46,Festival Sale,16,18-05-2024,20-05-2024,42022290,18
18-05-2024,Turban,Hair Accessories,1,919.46,619.59,902.73,Festival Sale,26,18-05-2024,23-05-2024,96151900,18
18-05-2024,Fabric Belt,Belts,3,2126.73,1841.56,6396.6,Flash Sale,32,18-05-2024,22-05-2024,42033000,18
18-05-2024,Charm Bracelet,Jewelry,8,1713.73,1313.97,13802.16,Festival Sale,24,18-05-2024,21-05-2024,71131100,3
18-05-2024,Crossbody Bag,Handbags,4,3584.28,3118.74,14226.92,Flash Sale,26,18-05-2024,25-05-2024,42022290,18
